"Duration","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
428,"2019-04-01 18:30:54","2019-04-01 18:38:03",31201,"15th & P St NW",31237,"25th St & Pennsylvania Ave NW",78152,"Member"
1996,"2019-04-01 18:30:54","2019-04-01 19:04:11",31646,"Maine Ave & 9th St SW",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W21766","Member"
335,"2019-04-01 18:30:54","2019-04-01 18:36:30",31265,"5th St & Massachusetts Ave NW",31641,"2nd St & Massachusetts Ave NE","W20844","Member"
389,"2019-04-01 18:30:56","2019-04-01 18:37:26",31123,"14th & Girard St NW",31110,"20th St & Florida Ave NW",75705,"Member"
621,"2019-04-01 18:30:57","2019-04-01 18:41:18",31267,"17th St & Massachusetts Ave NW",31116,"California St & Florida Ave NW","W22980","Member"
825,"2019-04-01 18:30:57","2019-04-01 18:44:43",31292,"22nd St & Constitution Ave NW",31646,"Maine Ave & 9th St SW","W20830","Member"
519,"2019-04-01 18:31:01","2019-04-01 18:39:40",31034,"Fairfax Dr & N Randolph St",31020,"Wilson Blvd & N Franklin Rd","W23900","Member"
1777,"2019-04-01 18:31:11","2019-04-01 19:00:48",31658,"Rosedale Rec Center",31271,"Constitution Ave & 2nd St NW/DOL",78149,"Member"
1768,"2019-04-01 18:31:12","2019-04-01 19:00:41",31658,"Rosedale Rec Center",31271,"Constitution Ave & 2nd St NW/DOL","W23907","Member"
1810,"2019-04-01 18:31:17","2019-04-01 19:01:27",31646,"Maine Ave & 9th St SW",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00615","Member"
196,"2019-04-01 18:31:23","2019-04-01 18:34:39",31250,"20th & L St NW",31221,"18th & M St NW","W22507","Member"
710,"2019-04-01 18:31:29","2019-04-01 18:43:20",31620,"5th & F St NW",31611,"13th & H St NE","W00563","Member"
434,"2019-04-01 18:31:30","2019-04-01 18:38:45",31274,"10th & G St NW",31266,"11th & M St NW","W00343","Member"
370,"2019-04-01 18:31:33","2019-04-01 18:37:43",31277,"17th & G St NW",31262,"11th & F St NW","W00248","Member"
328,"2019-04-01 18:31:33","2019-04-01 18:37:02",31643,"1st & D St SE",31608,"8th & Eye St SE / Barracks Row",75445,"Member"
1218,"2019-04-01 18:31:34","2019-04-01 18:51:53",31603,"1st & M St NE",31601,"19th & East Capitol St SE","W22187","Member"
379,"2019-04-01 18:31:37","2019-04-01 18:37:56",31250,"20th & L St NW",31276,"15th & L St NW","W21754","Member"
507,"2019-04-01 18:31:42","2019-04-01 18:40:09",31600,"5th & K St NW",31262,"11th & F St NW","W20174","Member"
209,"2019-04-01 18:31:44","2019-04-01 18:35:14",31625,"3rd & G St SE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W23539","Member"
752,"2019-04-01 18:31:45","2019-04-01 18:44:18",31230,"Metro Center / 12th & G St NW",31246,"M St & Pennsylvania Ave NW","W20334","Member"
872,"2019-04-01 18:31:45","2019-04-01 18:46:17",31230,"Metro Center / 12th & G St NW",31118,"3rd & Elm St NW","W23974","Member"
530,"2019-04-01 18:31:46","2019-04-01 18:40:36",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31615,"6th & H St NE","W21689","Member"
372,"2019-04-01 18:31:49","2019-04-01 18:38:01",31310,"Connecticut & Nebraska Ave NW",31300,"Van Ness Metro / UDC","W22563","Member"
203,"2019-04-01 18:31:49","2019-04-01 18:35:13",31641,"2nd St & Massachusetts Ave NE",31616,"3rd & H St NE","W00756","Member"
184,"2019-04-01 18:31:54","2019-04-01 18:34:58",31006,"Army Navy Dr & S Joyce St",31004,"Aurora Hills Cmty Ctr / 18th St & S Hayes St","W23695","Member"
1249,"2019-04-01 18:31:54","2019-04-01 18:52:43",31623,"Columbus Circle / Union Station",31504,"10th & Monroe St NE","W22178","Member"
291,"2019-04-01 18:32:02","2019-04-01 18:36:53",31504,"10th & Monroe St NE",31514,"Hamlin & 7th St NE","W00388","Member"
1326,"2019-04-01 18:32:03","2019-04-01 18:54:10",31216,"14th St & New York Ave NW",31400,"Georgia & New Hampshire Ave NW","W22703","Casual"
799,"2019-04-01 18:32:07","2019-04-01 18:45:27",31649,"14th & Newton St NW",31503,"Florida Ave & R St NW","W21178","Member"
864,"2019-04-01 18:32:11","2019-04-01 18:46:35",31518,"New York Ave & Hecht Ave NE",31603,"1st & M St NE","W22528","Member"
664,"2019-04-01 18:32:12","2019-04-01 18:43:16",31223,"Convention Center / 7th & M St NW",31288,"4th St & Madison Dr NW","W22687","Member"
459,"2019-04-01 18:32:14","2019-04-01 18:39:54",31637,"North Capitol St & G Pl NE",31618,"4th & East Capitol St NE","W20085","Member"
532,"2019-04-01 18:32:16","2019-04-01 18:41:08",31637,"North Capitol St & G Pl NE",31612,"D St & Maryland Ave NE","W24154","Member"
274,"2019-04-01 18:32:18","2019-04-01 18:36:52",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31647,"7th St & Massachusetts Ave NE","W22117","Member"
273,"2019-04-01 18:32:24","2019-04-01 18:36:57",31116,"California St & Florida Ave NW",31104,"Adams Mill & Columbia Rd NW","W20618","Member"
456,"2019-04-01 18:32:25","2019-04-01 18:40:02",31246,"M St & Pennsylvania Ave NW",31233,"17th & K St NW / Farragut Square","W23334","Casual"
547,"2019-04-01 18:32:28","2019-04-01 18:41:36",31200,"Massachusetts Ave & Dupont Circle NW",31312,"Wisconsin Ave & O St NW","W23338","Member"
581,"2019-04-01 18:32:31","2019-04-01 18:42:13",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31650,"1st & M St SE","W23692","Member"
197,"2019-04-01 18:32:31","2019-04-01 18:35:49",31610,"Eastern Market / 7th & North Carolina Ave SE",31269,"3rd St & Pennsylvania Ave SE","W00141","Member"
87,"2019-04-01 18:32:32","2019-04-01 18:34:00",31623,"Columbus Circle / Union Station",31639,"2nd & G St NE","W23494","Member"
257,"2019-04-01 18:32:35","2019-04-01 18:36:53",31017,"Wilson Blvd & N Uhle St",31030,"Lee Hwy & N Adams St","W21173","Member"
1105,"2019-04-01 18:32:36","2019-04-01 18:51:01",31623,"Columbus Circle / Union Station",31503,"Florida Ave & R St NW","W23489","Member"
628,"2019-04-01 18:32:38","2019-04-01 18:43:06",31262,"11th & F St NW",31268,"12th & U St NW","W23357","Member"
1033,"2019-04-01 18:32:39","2019-04-01 18:49:53",31215,"Georgetown Harbor / 30th St NW",31306,"39th & Calvert St NW / Stoddert","W23751","Member"
2764,"2019-04-01 18:32:44","2019-04-01 19:18:48",31211,"Kennedy Center",31903,"Royal St & Wilkes St","W20440","Member"
227,"2019-04-01 18:32:49","2019-04-01 18:36:37",31601,"19th & East Capitol St SE",31712,"Oklahoma Ave & D St NE","W23538","Member"
2055,"2019-04-01 18:32:54","2019-04-01 19:07:10",31028,"N Veitch St & Key Blvd",31228,"8th & H St NW","W00324","Member"
1250,"2019-04-01 18:32:58","2019-04-01 18:53:48",31211,"Kennedy Center",31620,"5th & F St NW","W21241","Member"
2646,"2019-04-01 18:33:00","2019-04-01 19:17:07",31222,"New York Ave & 15th St NW",31249,"Jefferson Memorial","W21714","Casual"
1071,"2019-04-01 18:33:04","2019-04-01 18:50:55",31215,"Georgetown Harbor / 30th St NW",31924,"Wilson Blvd & N Troy St","W23992","Member"
233,"2019-04-01 18:33:05","2019-04-01 18:36:59",31608,"8th & Eye St SE / Barracks Row",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W20391","Member"
685,"2019-04-01 18:33:06","2019-04-01 18:44:32",31299,"Connecticut Ave & R St NW",31307,"3000 Connecticut Ave NW / National Zoo","W23832","Member"
1064,"2019-04-01 18:33:09","2019-04-01 18:50:54",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31225,"C & O Canal & Wisconsin Ave NW","W00996","Casual"
763,"2019-04-01 18:33:11","2019-04-01 18:45:54",32048,"Bethesda Metro / Wisconsin Ave & Old Georgetown Rd",32039,"Old Georgetown Rd & Southwick St","W00289","Member"
698,"2019-04-01 18:33:16","2019-04-01 18:44:55",31043,"Saint Asaph St & Pendleton  St",31081,"Duke St & John Carlyle St","W23250","Member"
530,"2019-04-01 18:33:17","2019-04-01 18:42:08",31646,"Maine Ave & 9th St SW",31650,"1st & M St SE","W21592","Member"
956,"2019-04-01 18:33:21","2019-04-01 18:49:17",31092,"Lee Hwy & N Monroe St",31225,"C & O Canal & Wisconsin Ave NW","W20871","Member"
421,"2019-04-01 18:33:24","2019-04-01 18:40:26",31214,"17th & Corcoran St NW",31101,"14th & V St NW","W20329","Member"
364,"2019-04-01 18:33:29","2019-04-01 18:39:34",31408,"Takoma Metro",32026,"Carroll & Ethan Allen Ave","W01176","Member"
642,"2019-04-01 18:33:32","2019-04-01 18:44:14",31205,"21st & I St NW",31265,"5th St & Massachusetts Ave NW","W22576","Member"
1484,"2019-04-01 18:33:33","2019-04-01 18:58:17",31264,"6th St & Indiana Ave NW",31110,"20th St & Florida Ave NW","W00539","Member"
575,"2019-04-01 18:33:33","2019-04-01 18:43:08",31620,"5th & F St NW",31616,"3rd & H St NE","W21636","Member"
171,"2019-04-01 18:33:34","2019-04-01 18:36:26",31296,"Columbia & Ontario Rd NW",31112,"Harvard St & Adams Mill Rd NW","W22710","Member"
1499,"2019-04-01 18:33:36","2019-04-01 18:58:35",31290,"17th St & Independence Ave SW",31243,"4th & C St SW","W01054","Casual"
497,"2019-04-01 18:33:38","2019-04-01 18:41:56",31121,"Calvert St & Woodley Pl NW",31123,"14th & Girard St NW","W23927","Member"
952,"2019-04-01 18:33:38","2019-04-01 18:49:30",31514,"Hamlin & 7th St NE",31124,"14th & Irving St NW","W24088","Member"
636,"2019-04-01 18:33:42","2019-04-01 18:44:19",31259,"20th St & Virginia Ave NW",31230,"Metro Center / 12th & G St NW","W22928","Member"
1268,"2019-04-01 18:33:45","2019-04-01 18:54:53",31114,"18th St & Wyoming Ave NW",31620,"5th & F St NW",75521,"Member"
1587,"2019-04-01 18:33:46","2019-04-01 19:00:13",31640,"Maryland Ave & E St NE",31610,"Eastern Market / 7th & North Carolina Ave SE","W24159","Member"
739,"2019-04-01 18:33:48","2019-04-01 18:46:07",31258,"Lincoln Memorial",31314,"34th & Water St NW","W23372","Member"
238,"2019-04-01 18:33:52","2019-04-01 18:37:50",32075,"White Flint Metro",32083,"Rockville Pike & Meeting St","W01249","Member"
1304,"2019-04-01 18:33:53","2019-04-01 18:55:38",31254,"15th & K St NW",31296,"Columbia & Ontario Rd NW","W23217","Member"
534,"2019-04-01 18:33:59","2019-04-01 18:42:53",31239,"Rhode Island & Connecticut Ave NW",31268,"12th & U St NW","W22409","Member"
521,"2019-04-01 18:34:02","2019-04-01 18:42:43",31400,"Georgia & New Hampshire Ave NW",31119,"14th & Belmont St NW","W23952","Member"
1509,"2019-04-01 18:34:04","2019-04-01 18:59:13",31296,"Columbia & Ontario Rd NW",31513,"Rhode Island Ave & V St NE","W22325","Casual"
895,"2019-04-01 18:34:07","2019-04-01 18:49:03",32048,"Bethesda Metro / Wisconsin Ave & Old Georgetown Rd",32014,"Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir","W21070","Member"
614,"2019-04-01 18:34:07","2019-04-01 18:44:22",31014,"Lynn St & 19th St North",31257,"22nd & I St NW / Foggy Bottom","W21807","Member"
676,"2019-04-01 18:34:12","2019-04-01 18:45:29",32055,"Woodmont Ave & Strathmore St",31317,"Wisconsin Ave & Ingomar St NW","W20924","Member"
222,"2019-04-01 18:34:14","2019-04-01 18:37:57",31221,"18th & M St NW",31128,"23rd & M St NW","W22856","Member"
737,"2019-04-01 18:34:15","2019-04-01 18:46:33",31269,"3rd St & Pennsylvania Ave SE",31655,"New Jersey Ave & F St NW","W22961","Casual"
1247,"2019-04-01 18:34:16","2019-04-01 18:55:03",31015,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr",31091,"Joyce St & 16th St S","W00914","Member"
230,"2019-04-01 18:34:19","2019-04-01 18:38:09",31124,"14th & Irving St NW",31117,"15th & Euclid St  NW",75639,"Member"
743,"2019-04-01 18:34:23","2019-04-01 18:46:46",31627,"3rd & M St NE",31656,"Maryland Ave & 17th St NE","W23394","Casual"
346,"2019-04-01 18:34:25","2019-04-01 18:40:11",31250,"20th & L St NW",31214,"17th & Corcoran St NW","W00865","Member"
465,"2019-04-01 18:34:28","2019-04-01 18:42:14",31266,"11th & M St NW",31125,"15th & W St NW",78332,"Member"
702,"2019-04-01 18:34:29","2019-04-01 18:46:12",31221,"18th & M St NW",31119,"14th & Belmont St NW","W23186","Member"
326,"2019-04-01 18:34:31","2019-04-01 18:39:57",31216,"14th St & New York Ave NW",31266,"11th & M St NW","W23760","Member"
1624,"2019-04-01 18:34:35","2019-04-01 19:01:39",31225,"C & O Canal & Wisconsin Ave NW",31621,"4th & D St NW / Judiciary Square","W22130","Member"
1230,"2019-04-01 18:34:35","2019-04-01 18:55:06",31260,"23rd & E St NW ",31296,"Columbia & Ontario Rd NW","W01105","Member"
304,"2019-04-01 18:34:36","2019-04-01 18:39:40",31250,"20th & L St NW",31299,"Connecticut Ave & R St NW","W23342","Member"
1738,"2019-04-01 18:34:37","2019-04-01 19:03:35",31312,"Wisconsin Ave & O St NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",78315,"Member"
65,"2019-04-01 18:34:37","2019-04-01 18:35:43",31225,"C & O Canal & Wisconsin Ave NW",31225,"C & O Canal & Wisconsin Ave NW","W01055","Member"
761,"2019-04-01 18:34:43","2019-04-01 18:47:24",31109,"7th & T St NW",31104,"Adams Mill & Columbia Rd NW","W23698","Member"
217,"2019-04-01 18:34:47","2019-04-01 18:38:24",31276,"15th & L St NW",31251,"12th & L St NW","W20376","Member"
1521,"2019-04-01 18:34:47","2019-04-01 19:00:08",31120,"10th & Florida Ave NW",31226,"34th St & Wisconsin Ave NW","W21001","Member"
1796,"2019-04-01 18:34:49","2019-04-01 19:04:45",31611,"13th & H St NE",31117,"15th & Euclid St  NW","W24050","Casual"
1899,"2019-04-01 18:34:49","2019-04-01 19:06:28",31247,"Jefferson Dr & 14th St SW",31511,"12th & Irving St NE","W23884","Member"
608,"2019-04-01 18:34:52","2019-04-01 18:45:01",31221,"18th & M St NW",31286,"11th & O St NW","W22163","Member"
314,"2019-04-01 18:34:54","2019-04-01 18:40:08",31647,"7th St & Massachusetts Ave NE",31639,"2nd & G St NE","W01016","Member"
1022,"2019-04-01 18:34:59","2019-04-01 18:52:01",31290,"17th St & Independence Ave SW",31324,"18th & New Hampshire Ave NW","W20134","Member"
927,"2019-04-01 18:35:00","2019-04-01 18:50:28",31616,"3rd & H St NE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W20132","Member"
524,"2019-04-01 18:35:00","2019-04-01 18:43:45",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31712,"Oklahoma Ave & D St NE","W23149","Member"
570,"2019-04-01 18:35:04","2019-04-01 18:44:35",31283,"14th & L St NW",31201,"15th & P St NW","W00582","Member"
260,"2019-04-01 18:35:04","2019-04-01 18:39:25",31619,"Lincoln Park / 13th & East Capitol St NE ",31607,"13th & E St SE","W01167","Member"
500,"2019-04-01 18:35:06","2019-04-01 18:43:27",31218,"L'Enfant Plaza / 7th & C St SW",31247,"Jefferson Dr & 14th St SW","W21469","Member"
773,"2019-04-01 18:35:09","2019-04-01 18:48:03",31218,"L'Enfant Plaza / 7th & C St SW",31247,"Jefferson Dr & 14th St SW","W24143","Member"
3141,"2019-04-01 18:35:12","2019-04-01 19:27:33",31632,"15th & F St NE",31274,"10th & G St NW",78239,"Member"
308,"2019-04-01 18:35:19","2019-04-01 18:40:28",31203,"14th & Rhode Island Ave NW",31111,"10th & U St NW",78240,"Member"
414,"2019-04-01 18:35:23","2019-04-01 18:42:18",31253,"19th & K St NW",31241,"Thomas Circle","W20442","Member"
708,"2019-04-01 18:35:24","2019-04-01 18:47:13",31623,"Columbus Circle / Union Station",31625,"3rd & G St SE","W20569","Member"
429,"2019-04-01 18:35:28","2019-04-01 18:42:38",31216,"14th St & New York Ave NW",31600,"5th & K St NW","W22239","Member"
1074,"2019-04-01 18:35:33","2019-04-01 18:53:27",31246,"M St & Pennsylvania Ave NW",31202,"14th & R St NW","W23008","Member"
612,"2019-04-01 18:35:46","2019-04-01 18:45:59",31114,"18th St & Wyoming Ave NW",31118,"3rd & Elm St NW","W23916","Member"
476,"2019-04-01 18:36:01","2019-04-01 18:43:57",31523,"Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center",31627,"3rd & M St NE",75558,"Member"
142,"2019-04-01 18:36:04","2019-04-01 18:38:26",31005,"Pentagon City Metro / 12th St & S Hayes St",31004,"Aurora Hills Cmty Ctr / 18th St & S Hayes St","W22796","Member"
119,"2019-04-01 18:36:06","2019-04-01 18:38:05",31125,"15th & W St NW",31125,"15th & W St NW","W23152","Member"
1085,"2019-04-01 18:36:07","2019-04-01 18:54:13",31225,"C & O Canal & Wisconsin Ave NW",31112,"Harvard St & Adams Mill Rd NW","W21097","Member"
1193,"2019-04-01 18:36:10","2019-04-01 18:56:03",31250,"20th & L St NW",31126,"11th & Girard St NW","W22195","Member"
318,"2019-04-01 18:36:10","2019-04-01 18:41:28",31637,"North Capitol St & G Pl NE",31600,"5th & K St NW","W21047","Member"
343,"2019-04-01 18:36:12","2019-04-01 18:41:55",31250,"20th & L St NW",31241,"Thomas Circle","W22617","Member"
1110,"2019-04-01 18:36:18","2019-04-01 18:54:49",31241,"Thomas Circle",31294,"7th & E St SW","W21632","Member"
1558,"2019-04-01 18:36:23","2019-04-01 19:02:21",31249,"Jefferson Memorial",31080,"Lee Hwy & N Scott St","W23931","Casual"
1557,"2019-04-01 18:36:25","2019-04-01 19:02:23",31249,"Jefferson Memorial",31080,"Lee Hwy & N Scott St","W22818","Casual"
493,"2019-04-01 18:36:31","2019-04-01 18:44:44",31124,"14th & Irving St NW",31113,"Columbia Rd & Belmont St NW","W23347","Member"
605,"2019-04-01 18:36:38","2019-04-01 18:46:43",31041,"Prince St & Union St",31047,"Braddock Rd Metro","W00720","Member"
827,"2019-04-01 18:36:39","2019-04-01 18:50:26",31651,"11th & Park Rd NW",31232,"7th & F St NW / National Portrait Gallery","W20502","Member"
969,"2019-04-01 18:37:01","2019-04-01 18:53:11",31290,"17th St & Independence Ave SW",31215,"Georgetown Harbor / 30th St NW","W23003","Member"
2526,"2019-04-01 18:37:01","2019-04-01 19:19:08",31249,"Jefferson Memorial",31249,"Jefferson Memorial","W23656","Member"
221,"2019-04-01 18:37:02","2019-04-01 18:40:43",31022,"Clarendon Metro / Wilson Blvd & N Highland St",31032,"Washington Blvd & 7th St N","W01323","Member"
538,"2019-04-01 18:37:09","2019-04-01 18:46:08",31125,"15th & W St NW",31102,"11th & Kenyon St NW","W21782","Member"
526,"2019-04-01 18:37:11","2019-04-01 18:45:58",31607,"13th & E St SE",31645,"6th & K St NE","W00873","Member"
784,"2019-04-01 18:37:11","2019-04-01 18:50:16",31229,"New Hampshire Ave & T St NW",31228,"8th & H St NW","W22613","Member"
237,"2019-04-01 18:37:11","2019-04-01 18:41:09",31257,"22nd & I St NW / Foggy Bottom",31212,"21st & M St NW","W22902","Member"
302,"2019-04-01 18:37:17","2019-04-01 18:42:19",31263,"10th & K St NW",31270,"8th & D St NW","W21796","Member"
883,"2019-04-01 18:37:23","2019-04-01 18:52:07",31067,"Columbia Pike & S Walter Reed Dr",31021,"Clarendon Blvd & N Fillmore St","W20383","Member"
754,"2019-04-01 18:37:25","2019-04-01 18:50:00",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31623,"Columbus Circle / Union Station","W01383","Member"
676,"2019-04-01 18:37:27","2019-04-01 18:48:43",31244,"4th & E St SW",31623,"Columbus Circle / Union Station","W20415","Member"
873,"2019-04-01 18:37:27","2019-04-01 18:52:01",31225,"C & O Canal & Wisconsin Ave NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW","W22481","Casual"
654,"2019-04-01 18:37:28","2019-04-01 18:48:22",31048,"King St Metro South",31903,"Royal St & Wilkes St","W00367","Member"
872,"2019-04-01 18:37:31","2019-04-01 18:52:04",31225,"C & O Canal & Wisconsin Ave NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW","W22157","Casual"
680,"2019-04-01 18:37:32","2019-04-01 18:48:53",31324,"18th & New Hampshire Ave NW",31105,"14th & Harvard St NW",75586,"Member"
258,"2019-04-01 18:37:35","2019-04-01 18:41:54",31627,"3rd & M St NE",31508,"Gallaudet / 8th St & Florida Ave NE","W22728","Member"
1708,"2019-04-01 18:37:36","2019-04-01 19:06:05",31241,"Thomas Circle",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W23802","Member"
98,"2019-04-01 18:37:36","2019-04-01 18:39:15",31623,"Columbus Circle / Union Station",31639,"2nd & G St NE","W23678","Member"
232,"2019-04-01 18:37:37","2019-04-01 18:41:29",31623,"Columbus Circle / Union Station",31615,"6th & H St NE","W01400","Member"
850,"2019-04-01 18:37:38","2019-04-01 18:51:49",31100,"19th St & Pennsylvania Ave NW",31265,"5th St & Massachusetts Ave NW",75562,"Member"
1135,"2019-04-01 18:37:39","2019-04-01 18:56:34",31521,"18th & Monroe St NE",31623,"Columbus Circle / Union Station","W23645","Member"
1954,"2019-04-01 18:37:40","2019-04-01 19:10:14",31517,"Union Market",31003,"Crystal Dr & 15th St S",78371,"Member"
887,"2019-04-01 18:37:46","2019-04-01 18:52:33",31250,"20th & L St NW",31270,"8th & D St NW","W01315","Member"
920,"2019-04-01 18:37:49","2019-04-01 18:53:10",31290,"17th St & Independence Ave SW",31215,"Georgetown Harbor / 30th St NW","W01132","Member"
438,"2019-04-01 18:37:51","2019-04-01 18:45:09",31509,"New Jersey Ave & R St NW",31201,"15th & P St NW",75611,"Member"
386,"2019-04-01 18:37:52","2019-04-01 18:44:18",31233,"17th & K St NW / Farragut Square",31267,"17th St & Massachusetts Ave NW","W21370","Member"
537,"2019-04-01 18:37:52","2019-04-01 18:46:50",31230,"Metro Center / 12th & G St NW",31281,"8th & O St NW","W00834","Member"
1188,"2019-04-01 18:37:54","2019-04-01 18:57:42",31101,"14th & V St NW",31256,"10th & E St NW","W21387","Member"
555,"2019-04-01 18:37:58","2019-04-01 18:47:13",31113,"Columbia Rd & Belmont St NW",31201,"15th & P St NW","W20816","Member"
577,"2019-04-01 18:38:06","2019-04-01 18:47:43",31623,"Columbus Circle / Union Station",31269,"3rd St & Pennsylvania Ave SE","W22063","Member"
337,"2019-04-01 18:38:12","2019-04-01 18:43:49",31516,"Rhode Island Ave Metro",31511,"12th & Irving St NE",78058,"Member"
1670,"2019-04-01 18:38:14","2019-04-01 19:06:05",31241,"Thomas Circle",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W23295","Casual"
600,"2019-04-01 18:38:17","2019-04-01 18:48:18",31279,"19th & G St NW",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01339","Member"
725,"2019-04-01 18:38:39","2019-04-01 18:50:44",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31612,"D St & Maryland Ave NE","W24042","Member"
138,"2019-04-01 18:38:40","2019-04-01 18:40:58",31605,"3rd & D St SE",31269,"3rd St & Pennsylvania Ave SE","W22965","Member"
433,"2019-04-01 18:38:40","2019-04-01 18:45:53",31251,"12th & L St NW",31600,"5th & K St NW",78166,"Member"
1416,"2019-04-01 18:38:47","2019-04-01 19:02:24",31113,"Columbia Rd & Belmont St NW",31227,"13th St & New York Ave NW","W01126","Casual"
307,"2019-04-01 18:38:49","2019-04-01 18:43:56",31100,"19th St & Pennsylvania Ave NW",31239,"Rhode Island & Connecticut Ave NW","W22476","Member"
485,"2019-04-01 18:38:49","2019-04-01 18:46:54",31400,"Georgia & New Hampshire Ave NW",31105,"14th & Harvard St NW","W22295","Casual"
775,"2019-04-01 18:38:51","2019-04-01 18:51:46",31225,"C & O Canal & Wisconsin Ave NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW","W21319","Member"
566,"2019-04-01 18:38:57","2019-04-01 18:48:23",31201,"15th & P St NW",31120,"10th & Florida Ave NW","W23954","Member"
510,"2019-04-01 18:38:57","2019-04-01 18:47:28",31518,"New York Ave & Hecht Ave NE",31512,"Neal St & Trinidad Ave NE","W00649","Member"
934,"2019-04-01 18:39:01","2019-04-01 18:54:36",31299,"Connecticut Ave & R St NW",31304,"36th & Calvert St NW / Glover Park","W22124","Member"
497,"2019-04-01 18:39:03","2019-04-01 18:47:21",31121,"Calvert St & Woodley Pl NW",31324,"18th & New Hampshire Ave NW","W23910","Member"
415,"2019-04-01 18:39:03","2019-04-01 18:45:58",31206,"19th & E Street NW",31213,"17th & K St NW","W20060","Member"
513,"2019-04-01 18:39:03","2019-04-01 18:47:37",31257,"22nd & I St NW / Foggy Bottom",31229,"New Hampshire Ave & T St NW","W23642","Member"
224,"2019-04-01 18:39:14","2019-04-01 18:42:59",31610,"Eastern Market / 7th & North Carolina Ave SE",31647,"7th St & Massachusetts Ave NE","W22753","Member"
543,"2019-04-01 18:39:17","2019-04-01 18:48:20",31276,"15th & L St NW",31604,"3rd & H St NW","W21754","Member"
236,"2019-04-01 18:39:21","2019-04-01 18:43:17",31610,"Eastern Market / 7th & North Carolina Ave SE",31647,"7th St & Massachusetts Ave NE","W22724","Member"
931,"2019-04-01 18:39:23","2019-04-01 18:54:55",31247,"Jefferson Dr & 14th St SW",31623,"Columbus Circle / Union Station","W23277","Member"
857,"2019-04-01 18:39:31","2019-04-01 18:53:49",31230,"Metro Center / 12th & G St NW",31111,"10th & U St NW","W23996","Member"
729,"2019-04-01 18:39:33","2019-04-01 18:51:42",31101,"14th & V St NW",31251,"12th & L St NW","W01333","Member"
779,"2019-04-01 18:39:35","2019-04-01 18:52:35",31639,"2nd & G St NE",31241,"Thomas Circle","W01420","Member"
163,"2019-04-01 18:39:38","2019-04-01 18:42:21",31016,"Clarendon Blvd & Pierce St",31031,"15th St & N Scott St","W22696","Member"
445,"2019-04-01 18:39:40","2019-04-01 18:47:05",31229,"New Hampshire Ave & T St NW",31241,"Thomas Circle","W00743","Member"
1566,"2019-04-01 18:39:41","2019-04-01 19:05:47",31639,"2nd & G St NE",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",75621,"Member"
608,"2019-04-01 18:39:45","2019-04-01 18:49:54",31216,"14th St & New York Ave NW",31202,"14th & R St NW","W20809","Member"
632,"2019-04-01 18:39:45","2019-04-01 18:50:17",31269,"3rd St & Pennsylvania Ave SE",31603,"1st & M St NE","W23432","Member"
2240,"2019-04-01 18:39:46","2019-04-01 19:17:07",31222,"New York Ave & 15th St NW",31249,"Jefferson Memorial","W01460","Casual"
881,"2019-04-01 18:39:49","2019-04-01 18:54:31",31201,"15th & P St NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W20478","Member"
173,"2019-04-01 18:40:01","2019-04-01 18:42:54",31623,"Columbus Circle / Union Station",31615,"6th & H St NE","W00099","Member"
428,"2019-04-01 18:40:07","2019-04-01 18:47:15",31515,"Fort Totten Metro",31418,"New Hampshire & Gallatin St NW","W20664","Member"
431,"2019-04-01 18:40:14","2019-04-01 18:47:25",31657,"Massachusetts Ave & 6th St NE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W22936","Member"
2887,"2019-04-01 18:40:15","2019-04-01 19:28:23",31418,"New Hampshire & Gallatin St NW",31233,"17th & K St NW / Farragut Square","W21386","Member"
1308,"2019-04-01 18:40:21","2019-04-01 19:02:10",31643,"1st & D St SE",31518,"New York Ave & Hecht Ave NE","W20355","Casual"
